order_id,order_status,customer,order_date,order_quantity,sales,discount,product_category,product_sub_category
49607,Order Finished,Georgia Rosenberg,2009-05-04,6,2113287,0.06,Technology,Telephones & Communication
49862,Order Finished,Nora Price,2012-09-12,24,151460,0.07,Office Supplies,Labels
50209,Order Finished,Brendan Sweed,2010-09-10,34,3726040,0.03,Office Supplies,Paper
50432,Order Returned,Jim Epp,2009-06-07,7,4322720,0.02,Furniture,Chairs & Chairmats
50500,Order Finished,Lisa De Cherney,2011-09-06,11,129720,0.0,Office Supplies,Paper
50626,Order Finished,Dean Percer,2009-10-20,18,6534820,0.0,Furniture,Bookcases
50657,Order Finished,Aleksandra Gannaway,2011-12-18,40,630900,0.01,Office Supplies,Binders & Binder Accessories
51175,Order Finished,Katherine Hughes,2012-08-14,28,2270480,0.06,Office Supplies,Appliances
51202,Order Finished,Jim Epp,2012-04-13,4,61780,0.06,Office Supplies,Paper
51488,Order Finished,Liz Mac Kendrick,2010-05-02,31,3123920,0.03,Office Supplies,Appliances
51873,Order Finished,Muhammed Yedwab,2009-05-06,29,531840,0.04,Office Supplies,Paper
53222,Order Finished,Nora Price,2009-10-19,2,43420,0.07,Office Supplies,Paper
54146,Order Finished,Laurel Elliston,2010-10-18,3,249500,0.06,Technology,Computer Peripherals
55525,Order Finished,Liz Mac Kendrick,2009-05-08,1,582800,0.06,Technology,Computer Peripherals
55746,Order Finished,Georgia Rosenberg,2009-06-30,29,649500,0.07,Office Supplies,Storage & Organization
56960,Order Finished,Jim Epp,2009-08-06,48,5569659,0.01,Technology,Telephones & Communication
57059,Order Finished,Liz Mac Kendrick,2011-06-01,50,424240,0.01,Office Supplies,Binders & Binder Accessories
57568,Order Finished,Jim Epp,2010-06-17,38,1185080,0.07,Office Supplies,Envelopes
57798,Order Finished,Nora Price,2012-09-15,20,6101620,0.01,Furniture,Bookcases
58273,Order Finished,Liz Mac Kendrick,2010-06-20,31,489800,0.08,Technology,Computer Peripherals
58693,Order Finished,Bruce Stewart,2009-10-21,50,1753280,0.0,Office Supplies,Binders & Binder Accessories
58818,Order Returned,James Galang,2009-04-15,41,1996100,0.01,Technology,Computer Peripherals
59171,Order Returned,Phillip Breyer,2011-09-12,39,210140,0.08,Office Supplies,Pens & Art Supplies
59271,Order Finished,Lynn Smith,2011-04-25,40,1260760,0.02,Office Supplies,Appliances
59680,Order Returned,Katherine Hughes,2012-06-18,15,35540,0.05,Technology,Computer Peripherals
97,Order Finished,Craig Yedwab,2010-01-28,26,151140,0.03,Office Supplies,Labels
323,Order Finished,Dario Medina,2009-03-25,20,216180,0.07,Office Supplies,Envelopes
1095,Order Finished,Ed Braxton,2011-08-21,28,284360,0.07,Office Supplies,Paper
2562,Order Returned,Cindy Chapman,2012-07-31,28,129640,0.02,Technology,Computer Peripherals
4099,Order Finished,Ed Braxton,2012-08-20,42,3383020,0.08,Office Supplies,Storage & Organization
5509,Order Finished,Ashley Jarboe,2009-04-07,11,136920,0.02,Office Supplies,Envelopes
8132,Order Finished,Benjamin Farhat,2009-05-14,46,458700,0.08,Technology,Computer Peripherals
8868,Order Finished,Cindy Chapman,2009-01-28,3,380900,0.02,Office Supplies,Appliances
10213,Order Finished,Dianna Vittorini,2011-02-17,12,929140,0.04,Technology,Computer Peripherals
10884,Order Finished,Cindy Chapman,2009-11-25,24,5051975,0.09,Technology,Telephones & Communication
11843,Order Finished,Cindy Chapman,2009-07-17,42,9986840,0.03,Technology,Office Machines
12099,Order Finished,Cindy Stewart,2009-09-11,1,35180,0.06,Office Supplies,Labels
12418,Order Finished,Ed Braxton,2012-02-18,38,598020,0.09,Office Supplies,Storage & Organization
13923,Order Finished,Ed Braxton,2012-07-08,39,440180,0.04,Office Supplies,Appliances
14439,Order Finished,Cindy Stewart,2012-08-30,27,2857280,0.09,Office Supplies,Paper
16643,Order Finished,Quincy Jones,2010-04-11,40,625260,0.01,Office Supplies,Labels
16807,Order Finished,Quincy Jones,2012-01-15,48,3171200,0.08,Office Supplies,Paper
18147,Order Finished,Bruce Degenhardt,2009-07-17,42,164060,0.0,Office Supplies,Binders & Binder Accessories
18919,Order Returned,Rob Williams,2009-06-28,39,1478560,0.0,Office Supplies,Appliances
19104,Order Finished,Quincy Jones,2010-08-10,48,10171814,0.03,Technology,Telephones & Communication
19207,Order Finished,Cindy Chapman,2012-03-15,23,132040,0.1,Office Supplies,Labels
19943,Order Finished,Benjamin Patterson,2009-11-24,16,3919840,0.07,Furniture,Tables
20002,Order Finished,Dianna Vittorini,2012-08-12,9,82060,0.1,Technology,Computer Peripherals
20066,Order Finished,Anna Chung,2012-09-02,3,81580,0.02,Office Supplies,Envelopes
20615,Order Finished,Benjamin Farhat,2012-04-15,29,302180,0.02,Office Supplies,Paper
20864,Order Returned,Dianna Vittorini,2011-12-06,19,502900,0.06,Furniture,Office Furnishings
20868,Order Finished,Rob Williams,2010-10-09,9,3218380,0.03,Office Supplies,Storage & Organization
21541,Order Finished,Quincy Jones,2009-10-08,43,6089400,0.04,Furniture,Bookcases
22661,Order Returned,Dianna Vittorini,2010-09-26,11,36520,0.05,Office Supplies,Pens & Art Supplies
22689,Order Finished,Benjamin Farhat,2011-10-09,39,4810000,0.1,Office Supplies,Appliances
23361,Order Finished,Benjamin Patterson,2010-07-03,2,6460,0.06,Office Supplies,Rubber Bands
23427,Order Finished,Cindy Chapman,2011-08-08,30,885520,0.09,Office Supplies,Binders & Binder Accessories
23943,Order Finished,Cindy Stewart,2011-06-23,24,753060,0.03,Office Supplies,Pens & Art Supplies
24608,Order Finished,Quincy Jones,2012-08-14,50,394720,0.07,Office Supplies,Binders & Binder Accessories
25507,Order Finished,Ed Braxton,2009-08-05,8,1110400,0.06,Office Supplies,Storage & Organization
25509,Order Finished,Quincy Jones,2009-05-22,43,424560,0.06,Office Supplies,Binders & Binder Accessories
25952,Order Returned,Ed Braxton,2010-09-04,50,5728201,0.03,Technology,Telephones & Communication
26336,Order Finished,Benjamin Farhat,2012-05-26,39,3033640,0.1,Technology,Computer Peripherals
27558,Order Finished,Cindy Chapman,2011-07-07,21,846480,0.1,Office Supplies,Binders & Binder Accessories
27969,Order Finished,Ed Braxton,2010-06-08,43,11355740,0.04,Furniture,Bookcases
29637,Order Finished,Bruce Degenhardt,2009-05-25,34,1196380,0.09,Technology,Office Machines
30469,Order Returned,Cindy Chapman,2012-12-25,46,608520,0.1,Office Supplies,Pens & Art Supplies
31460,Order Finished,Benjamin Patterson,2012-08-26,9,1981340,0.08,Office Supplies,Storage & Organization
31939,Order Finished,Ashley Jarboe,2011-06-25,13,3013675,0.07,Technology,Telephones & Communication
33826,Order Finished,Ashley Jarboe,2010-12-19,13,371660,0.03,Furniture,Office Furnishings
34151,Order Finished,Craig Yedwab,2011-09-09,26,8194289,0.1,Technology,Telephones & Communication
34659,Order Finished,Cindy Chapman,2012-11-19,42,518860,0.0,Office Supplies,Binders & Binder Accessories
35200,Order Finished,Ricardo Block,2009-02-05,15,300480,0.08,Furniture,Office Furnishings
35456,Order Finished,Cindy Chapman,2012-11-01,37,92740,0.03,Office Supplies,Rubber Bands
35840,Order Finished,Ashley Jarboe,2010-05-29,36,346160,0.04,Office Supplies,Labels
36069,Order Finished,Ashley Jarboe,2009-12-05,13,906180,0.09,Office Supplies,Envelopes
36640,Order Finished,Benjamin Patterson,2011-11-18,18,832780,0.06,Technology,Computer Peripherals
36931,Order Finished,Ashley Jarboe,2011-01-19,46,361120,0.1,Office Supplies,Pens & Art Supplies
37543,Order Finished,Ed Braxton,2011-12-31,6,483700,0.01,Office Supplies,Pens & Art Supplies
39111,Order Finished,Cindy Stewart,2011-07-25,1,364800,0.09,Office Supplies,Storage & Organization
39139,Order Finished,Ed Braxton,2010-11-13,6,1254906,0.07,Technology,Telephones & Communication
39490,Order Returned,Ashley Jarboe,2012-08-12,38,912060,0.02,Office Supplies,Pens & Art Supplies
39938,Order Finished,Cindy Chapman,2012-06-10,5,338540,0.1,Office Supplies,Pens & Art Supplies
40098,Order Finished,Dianna Vittorini,2012-02-05,46,1114700,0.0,Office Supplies,Binders & Binder Accessories
41056,Order Finished,Dario Medina,2012-03-26,4,275080,0.08,Technology,Computer Peripherals
42115,Order Finished,Ed Braxton,2012-02-18,21,1347840,0.01,Technology,Computer Peripherals
45476,Order Finished,Ashley Jarboe,2012-04-18,48,2111960,0.07,Office Supplies,Appliances
47591,Order Finished,Dario Medina,2012-01-02,27,558800,0.1,Office Supplies,Storage & Organization
49764,Order Finished,Benjamin Farhat,2010-10-03,37,790740,0.07,Office Supplies,"Scissors, Rulers & Trimmers"
50118,Order Finished,Dianna Vittorini,2010-03-18,19,674760,0.0,Furniture,Tables
50183,Order Finished,Dario Medina,2010-05-24,20,233100,0.09,Office Supplies,Envelopes
50786,Order Finished,Cindy Stewart,2009-10-12,4,975440,0.06,Technology,Office Machines
50978,Order Finished,Cindy Stewart,2012-03-31,4,1632180,0.05,Office Supplies,Storage & Organization
50983,Order Finished,Bruce Degenhardt,2011-06-28,39,6126200,0.06,Office Supplies,Storage & Organization
52002,Order Finished,Cindy Stewart,2009-06-04,11,4979700,0.06,Furniture,Tables
52227,Order Finished,Trudy Bell,2009-02-12,37,481040,0.05,Office Supplies,Paper
52743,Order Finished,Ashley Jarboe,2010-07-04,46,11398440,0.09,Technology,Office Machines
53120,Order Finished,Cindy Chapman,2012-05-17,5,45500,0.09,Office Supplies,Paper
53920,Order Finished,Anna Chung,2009-03-18,18,866620,0.05,Office Supplies,Storage & Organization
54630,Order Finished,Rob Williams,2012-08-10,11,146440,0.06,Office Supplies,Paper
55299,Order Finished,Quincy Jones,2012-03-30,20,44560,0.09,Office Supplies,Rubber Bands
55520,Order Finished,Dario Medina,2011-05-07,43,1051540,0.08,Technology,Office Machines
56711,Order Finished,Trudy Bell,2011-02-06,25,2558900,0.01,Office Supplies,Paper
56769,Order Returned,Cindy Stewart,2010-11-29,11,911180,0.02,Furniture,Office Furnishings
57440,Order Returned,Rob Williams,2010-07-23,12,2342464,0.04,Technology,Telephones & Communication
57889,Order Finished,Trudy Bell,2010-04-07,39,1446615,0.01,Technology,Telephones & Communication
58564,Order Finished,Benjamin Farhat,2012-11-12,49,206060,0.07,Office Supplies,"Scissors, Rulers & Trimmers"
59072,Order Returned,Dianna Vittorini,2009-05-25,12,157880,0.03,Office Supplies,Binders & Binder Accessories
59652,Order Returned,Anna Chung,2011-01-27,17,624070,0.05,Technology,Telephones & Communication
59783,Order Finished,Cindy Chapman,2010-08-19,36,154860,0.01,Office Supplies,"Scissors, Rulers & Trimmers"
195,Order Finished,Brad Thomas,2010-12-27,34,2631480,0.03,Office Supplies,Pens & Art Supplies
224,Order Finished,Bart Folk,2009-06-17,25,369720,0.09,Furniture,Office Furnishings
263,Order Finished,Paul Lucas,2009-05-16,25,273540,0.09,Office Supplies,Binders & Binder Accessories
353,Order Finished,Dean Percer,2010-12-30,21,93880,0.02,Office Supplies,Pens & Art Supplies
448,Order Finished,Brad Thomas,2011-08-20,22,2324801,0.09,Technology,Telephones & Communication
871,Order Finished,David Kendrick,2011-11-14,17,209880,0.06,Furniture,Office Furnishings
929,Order Finished,Luke Foster,2012-10-01,21,455320,0.04,Technology,Computer Peripherals
967,Order Finished,Maureen Gastineau,2012-06-20,6,181120,0.03,Technology,Office Machines
1575,Order Finished,Dave Poirier,2011-09-12,26,267300,0.05,Office Supplies,Paper
1637,Order Finished,Aleksandra Gannaway,2011-02-07,36,2451040,0.1,Office Supplies,Storage & Organization
1888,Order Finished,Kean Thornton,2010-10-30,38,2528920,0.0,Furniture,Tables
2052,Order Returned,Rob Lucas,2012-04-12,23,215860,0.0,Office Supplies,Binders & Binder Accessories
2055,Order Returned,Nora Paige,2010-09-03,7,132820,0.05,Office Supplies,Envelopes
2309,Order Finished,Eric Barreto,2011-09-03,7,54020,0.05,Office Supplies,Binders & Binder Accessories
2341,Order Finished,Sara Luxemburg,2010-05-29,29,314980,0.09,Office Supplies,Paper
2436,Order Finished,Adam Hart,2011-09-10,14,660420,0.07,Office Supplies,Paper
2500,Order Returned,Bobby Elias,2012-08-14,5,45120,0.04,Office Supplies,Binders & Binder Accessories
2535,Order Finished,Roland Fjeld,2010-05-24,6,165440,0.08,Technology,Computer Peripherals
2658,Order Finished,Bill Shonely,2011-09-22,34,459020,0.04,Office Supplies,Paper
2725,Order Finished,Dave Poirier,2009-05-20,39,4356862,0.01,Technology,Telephones & Communication
2756,Order Finished,Denny Ordway,2009-04-17,25,2689760,0.06,Technology,Computer Peripherals
2853,Order Finished,Bill Tyler,2009-05-04,25,8507300,0.05,Office Supplies,Storage & Organization
2914,Order Finished,Maureen Gastineau,2010-03-02,3,125760,0.09,Office Supplies,Paper
3042,Order Finished,Christy Brittain,2009-11-20,26,207740,0.1,Office Supplies,Pens & Art Supplies
3175,Order Finished,Bradley Drucker,2009-07-14,23,7107240,0.07,Office Supplies,Storage & Organization
3300,Order Returned,Bryan Spruell,2011-07-14,6,184040,0.1,Technology,Computer Peripherals
3328,Order Finished,Adam Hart,2012-11-18,12,3472820,0.1,Furniture,Tables
3525,Order Returned,Bryan Spruell,2011-12-21,38,230860,0.0,Office Supplies,Pens & Art Supplies
3526,Order Finished,Tom Prescott,2011-03-15,20,492120,0.08,Furniture,Office Furnishings
3621,Order Finished,Eric Barreto,2010-05-05,14,167740,0.06,Office Supplies,Envelopes
3649,Order Finished,Brad Thomas,2009-07-05,8,158840,0.01,Office Supplies,Binders & Binder Accessories
3814,Order Finished,Thomas Thornton,2011-02-21,43,2450820,0.04,Office Supplies,Storage & Organization
3911,Order Finished,Bobby Elias,2011-03-16,24,741440,0.1,Office Supplies,Storage & Organization
4230,Order Returned,Tamara Willingham,2012-03-03,18,818320,0.05,Furniture,Office Furnishings
4324,Order Finished,Dan Campbell,2011-07-16,28,2330660,0.04,Office Supplies,Pens & Art Supplies
4581,Order Finished,Thea Hendricks,2012-09-03,25,4650840,0.02,Office Supplies,Envelopes
4706,Order Finished,Bradley Drucker,2012-12-28,30,4233400,0.02,Office Supplies,Binders & Binder Accessories
4738,Order Returned,David Kendrick,2012-04-07,2,20780,0.02,Office Supplies,Rubber Bands
4771,Order Finished,Christy Brittain,2012-12-13,4,271856,0.04,Furniture,Tables
4804,Order Finished,Kean Thornton,2012-01-27,13,927660,0.0,Technology,Computer Peripherals
4931,Order Finished,Giulietta Dortch,2009-11-16,22,336620,0.1,Office Supplies,Paper
5094,Order Finished,Mark Haberlin,2010-03-28,2,159160,0.06,Office Supplies,Pens & Art Supplies
5188,Order Finished,Bradley Drucker,2011-03-01,24,385600,0.05,Office Supplies,Paper
5408,Order Finished,Bobby Elias,2012-07-20,20,177640,0.01,Office Supplies,Labels
5472,Order Finished,Karl Brown,2010-04-10,32,432160,0.0,Office Supplies,Paper
5702,Order Finished,Grant Thornton,2010-09-06,20,4078780,0.01,Technology,Computer Peripherals
5958,Order Finished,Giulietta Dortch,2011-09-15,3,4073940,0.03,Technology,Copiers & Fax
5984,Order Finished,Eric Barreto,2009-06-17,37,789240,0.06,Office Supplies,Appliances
5989,Order Finished,Ellis Ballard,2011-10-14,6,310960,0.1,Office Supplies,Appliances
5990,Order Finished,Eric Murdock,2010-04-07,9,127820,0.06,Office Supplies,Paper
6054,Order Returned,Aleksandra Gannaway,2011-09-08,6,54640,0.05,Furniture,Office Furnishings
6531,Order Finished,Jill Fjeld,2010-07-17,42,376460,0.05,Office Supplies,Appliances
6564,Order Finished,Anne Mc Farland,2011-01-21,26,896460,0.01,Technology,Computer Peripherals
6566,Order Finished,Kean Thornton,2011-05-21,21,1497660,0.01,Technology,Computer Peripherals
6693,Order Finished,Astrea Jones,2012-05-24,16,81700,0.09,Office Supplies,Rubber Bands
6753,Order Finished,Robert Barroso,2010-09-26,7,106280,0.04,Furniture,Office Furnishings
6788,Order Finished,Bobby Elias,2011-08-04,41,255680,0.02,Office Supplies,Pens & Art Supplies
6880,Order Finished,Peter Buhler,2009-05-25,5,470980,0.06,Office Supplies,Paper
7042,Order Finished,Dean Katz,2012-01-08,4,2375728,0.07,Furniture,Tables
7043,Order Finished,Giulietta Dortch,2009-01-25,4,22160,0.06,Furniture,Office Furnishings
7174,Order Finished,Thomas Thornton,2012-03-10,10,283840,0.06,Furniture,Office Furnishings
7812,Order Returned,Karl Brown,2011-04-20,17,951800,0.04,Furniture,Office Furnishings
7840,Order Finished,Peter Buhler,2011-01-08,34,315120,0.1,Technology,Computer Peripherals
8001,Order Finished,Charles Crestani,2010-11-19,15,75400,0.1,Office Supplies,Paper
8101,Order Finished,Maureen Gastineau,2010-03-04,35,6983420,0.04,Furniture,Chairs & Chairmats
8161,Order Finished,Giulietta Dortch,2009-06-03,45,225440,0.09,Office Supplies,Labels
8325,Order Finished,Jennifer Patt,2009-01-14,21,4728580,0.08,Technology,Office Machines
8576,Order Finished,Cynthia Voltz,2009-01-09,43,1082900,0.0,Office Supplies,Pens & Art Supplies
8582,Order Finished,David Kendrick,2010-11-20,15,3113100,0.04,Furniture,Office Furnishings
8832,Order Finished,Giulietta Dortch,2012-02-02,39,1295620,0.1,Furniture,Office Furnishings
8901,Order Finished,Barry Pond,2011-08-20,15,337800,0.09,Technology,Office Machines
8930,Order Finished,Tony Molinari,2009-05-19,14,291720,0.04,Office Supplies,Paper
8999,Order Finished,Julia Barnett,2009-06-12,28,3352960,0.0,Office Supplies,Paper
9091,Order Finished,Adam Hart,2010-11-11,42,1211540,0.05,Furniture,Office Furnishings
9092,Order Finished,Jeremy Pistek,2009-07-24,33,7288480,0.0,Office Supplies,Storage & Organization
9093,Order Returned,Cyra Reiten,2011-12-09,36,537100,0.1,Technology,Computer Peripherals
9251,Order Finished,Giulietta Dortch,2010-08-29,38,7265200,0.0,Furniture,Chairs & Chairmats
9344,Order Finished,Christy Brittain,2011-12-06,18,3466200,0.09,Office Supplies,Storage & Organization
9824,Order Finished,Thomas Thornton,2011-01-22,39,3879320,0.03,Office Supplies,Appliances
10052,Order Finished,Dan Campbell,2009-09-07,16,191800,0.07,Office Supplies,Pens & Art Supplies
10080,Order Finished,Grant Thornton,2010-02-12,20,1274080,0.0,Technology,Computer Peripherals
10117,Order Finished,Brian Stugart,2010-11-16,6,128740,0.07,Office Supplies,Binders & Binder Accessories
10146,Order Finished,Evan Henry,2009-05-01,19,1192420,0.1,Furniture,Office Furnishings
10277,Order Finished,Grant Thornton,2009-04-07,36,4289848,0.0,Technology,Telephones & Communication
10305,Order Finished,Julia Barnett,2009-07-07,12,131780,0.03,Furniture,Office Furnishings
10466,Order Finished,Evan Henry,2012-12-25,27,229720,0.07,Office Supplies,Pens & Art Supplies
10562,Order Finished,Yana Sorensen,2009-11-11,10,1988080,0.03,Office Supplies,Storage & Organization
10658,Order Finished,Joni Wasserman,2009-08-27,31,525080,0.04,Technology,Computer Peripherals
10662,Order Returned,Aaron Hawkins,2011-05-12,45,566260,0.08,Office Supplies,Paper
10948,Order Finished,Dan Campbell,2012-08-13,50,386220,0.08,Office Supplies,Binders & Binder Accessories
11014,Order Finished,Victoria Pisteka,2010-09-07,13,317580,0.05,Office Supplies,Binders & Binder Accessories
11077,Order Finished,Charles Crestani,2009-03-20,30,9240100,0.06,Furniture,Bookcases
11174,Order Finished,Evan Henry,2009-04-09,30,6394006,0.07,Technology,Telephones & Communication
11682,Order Returned,Brad Thomas,2010-07-04,5,204360,0.09,Technology,Computer Peripherals
11714,Order Finished,Tamara Willingham,2009-08-04,1,7003580,0.01,Technology,Office Machines
11748,Order Returned,Tamara Willingham,2009-06-03,23,7006240,0.01,Furniture,Tables
11780,Order Finished,Tom Prescott,2010-09-21,7,108460,0.08,Office Supplies,Paper
12007,Order Finished,Victoria Pisteka,2009-09-27,42,304520,0.04,Office Supplies,Labels
12039,Order Finished,Carlos Meador,2010-06-16,13,4097136,0.1,Technology,Telephones & Communication
12066,Order Finished,Denny Ordway,2011-02-06,27,8884098,0.1,Technology,Telephones & Communication
12262,Order Returned,Julia Barnett,2011-12-10,45,2425856,0.02,Furniture,Tables
12486,Order Finished,Dave Kipp,2011-02-20,31,6162660,0.08,Furniture,Bookcases
12612,Order Finished,Julia Barnett,2010-12-21,29,4721960,0.02,Office Supplies,Appliances
12706,Order Returned,Dave Kipp,2009-11-20,46,4989380,0.09,Furniture,Bookcases
12708,Order Finished,Yana Sorensen,2010-01-07,44,318820,0.0,Office Supplies,Pens & Art Supplies
12930,Order Finished,Grant Thornton,2011-11-24,49,2295280,0.06,Office Supplies,Appliances
12965,Order Finished,Shirley Jackson,2010-06-25,7,89480,0.04,Office Supplies,Binders & Binder Accessories
13090,Order Finished,David Bremer,2010-07-26,15,300400,0.02,Office Supplies,Paper
13157,Order Finished,Deanra Eno,2012-02-11,2,77860,0.07,Technology,Telephones & Communication
13218,Order Returned,Victoria Pisteka,2009-05-16,18,1026160,0.03,Office Supplies,Binders & Binder Accessories
13314,Order Finished,Giulietta Dortch,2009-05-13,34,178800,0.08,Office Supplies,Rubber Bands
13536,Order Finished,Aleksandra Gannaway,2009-08-18,23,246300,0.05,Office Supplies,Paper
13569,Order Finished,Carlos Meador,2011-04-10,13,1126360,0.02,Office Supplies,Appliances
13570,Order Finished,Grant Thornton,2012-12-02,2,33940,0.04,Furniture,Office Furnishings
13602,Order Finished,Brian Stugart,2009-01-13,3,890680,0.03,Technology,Office Machines
13668,Order Finished,Jill Fjeld,2012-02-24,42,565220,0.02,Furniture,Office Furnishings
13958,Order Finished,Jill Matthias,2010-01-23,11,1617346,0.06,Technology,Telephones & Communication
13991,Order Finished,Cynthia Voltz,2012-03-06,24,341400,0.0,Technology,Computer Peripherals
14048,Order Finished,Nora Paige,2010-05-17,47,3674300,0.06,Office Supplies,Pens & Art Supplies
14311,Order Finished,Brian Stugart,2009-08-01,30,384820,0.03,Office Supplies,Binders & Binder Accessories
14434,Order Finished,Tim Taslimi,2011-02-15,39,9467760,0.02,Technology,Office Machines
14630,Order Finished,Muhammed Lee,2012-10-16,17,727080,0.08,Office Supplies,Pens & Art Supplies
14851,Order Finished,Juliana Krohn,2012-05-11,6,6756360,0.08,Technology,Copiers & Fax
14950,Order Finished,Giulietta Dortch,2010-09-26,48,1050000,0.03,Office Supplies,Pens & Art Supplies
14981,Order Finished,Ed Braxton,2010-10-26,8,559540,0.07,Office Supplies,Storage & Organization
15105,Order Finished,Giulietta Dortch,2009-11-03,39,920860,0.07,Office Supplies,Storage & Organization
15111,Order Finished,Juliana Krohn,2009-12-17,13,1940940,0.1,Office Supplies,Appliances
15202,Order Returned,Darrin Sayre,2010-07-09,36,2681860,0.09,Furniture,Office Furnishings
15206,Order Returned,Rob Lucas,2010-11-04,35,10574320,0.05,Furniture,Bookcases
15616,Order Finished,Carlos Meador,2012-03-23,12,773420,0.01,Technology,Computer Peripherals
16356,Order Finished,Victoria Pisteka,2011-08-02,6,315880,0.04,Office Supplies,Appliances
16481,Order Finished,Paul Van Hugh,2011-02-18,50,6178120,0.0,Office Supplies,Appliances
16641,Order Returned,Bryan Spruell,2010-05-10,33,2418336,0.03,Furniture,Tables
16709,Order Finished,Giulietta Dortch,2012-10-06,3,48720,0.07,Office Supplies,Paper
16992,Order Finished,Ed Jacobs,2010-12-12,15,253480,0.08,Office Supplies,Appliances
16995,Order Finished,Darrin Sayre,2010-12-18,42,96820,0.06,Office Supplies,Rubber Bands
17093,Order Finished,Janet Martin,2012-02-11,50,9100120,0.1,Furniture,Chairs & Chairmats
17510,Order Finished,Denny Ordway,2012-10-30,28,924240,0.0,Office Supplies,Envelopes
17542,Order Finished,Charles Crestani,2010-08-31,37,211980,0.01,Office Supplies,Labels
17568,Order Finished,Brad Thomas,2010-10-08,31,1025740,0.0,Technology,Computer Peripherals
17571,Order Finished,Thomas Thornton,2012-03-15,32,205180,0.01,Office Supplies,Rubber Bands
17636,Order Finished,Dean Katz,2009-02-04,2,14020,0.03,Office Supplies,Pens & Art Supplies
17669,Order Finished,Corey Roper,2009-04-29,32,2232060,0.04,Office Supplies,Storage & Organization
17700,Order Finished,Darren Budd,2012-10-27,20,4611500,0.03,Furniture,Office Furnishings
17701,Order Finished,Brad Thomas,2012-05-21,21,160900,0.09,Office Supplies,Binders & Binder Accessories
17799,Order Finished,Darren Budd,2012-09-20,8,299020,0.02,Furniture,Office Furnishings
18275,Order Finished,Helen Andreada,2012-01-10,25,645460,0.07,Furniture,Office Furnishings
18336,Order Returned,Giulietta Dortch,2009-04-24,1,15920,0.0,Office Supplies,Pens & Art Supplies
18402,Order Finished,Deanra Eno,2009-08-29,5,3096900,0.03,Furniture,Chairs & Chairmats
18466,Order Finished,Deanra Eno,2012-05-21,25,540320,0.09,Office Supplies,Envelopes
18530,Order Finished,Grant Thornton,2010-12-31,2,112260,0.02,Furniture,Office Furnishings
18819,Order Finished,Dan Campbell,2009-02-25,22,2204600,0.1,Furniture,Office Furnishings
18855,Order Finished,Ed Jacobs,2009-09-15,31,458860,0.03,Office Supplies,Binders & Binder Accessories
19040,Order Finished,Adam Hart,2011-12-19,10,423940,0.06,Office Supplies,Pens & Art Supplies
19041,Order Finished,Grant Thornton,2011-07-26,3,72120,0.08,Office Supplies,Appliances
19047,Order Finished,Adam Hart,2009-01-28,1,134980,0.06,Office Supplies,Paper
19143,Order Finished,Ed Braxton,2012-11-04,3,4842040,0.07,Technology,Office Machines
19264,Order Finished,Ivan Liston,2011-09-29,40,323440,0.09,Office Supplies,Binders & Binder Accessories
19296,Order Finished,Eric Murdock,2010-04-10,43,151460,0.04,Office Supplies,Pens & Art Supplies
19299,Order Finished,Brendan Murry,2009-03-18,10,58460,0.05,Office Supplies,Labels
19429,Order Finished,Dean Katz,2009-08-24,2,480480,0.05,Furniture,Tables
19524,Order Finished,Amy Cox,2010-01-14,9,184040,0.07,Office Supplies,"Scissors, Rulers & Trimmers"
19556,Order Finished,Charles Crestani,2010-12-30,45,11571180,0.07,Furniture,Chairs & Chairmats
19815,Order Finished,Karen Carlisle,2010-03-25,33,334140,0.03,Office Supplies,Paper
20096,Order Finished,Peter Buhler,2012-08-19,35,12232220,0.03,Furniture,Tables
20225,Order Finished,Kean Thornton,2010-07-26,33,249560,0.09,Office Supplies,Binders & Binder Accessories
20325,Order Finished,Sara Luxemburg,2010-07-03,35,8086580,0.06,Technology,Office Machines
20519,Order Finished,Brad Thomas,2009-04-10,7,248380,0.03,Technology,Office Machines
20679,Order Finished,Tracy Hopkins,2010-08-14,32,9953200,0.06,Office Supplies,Storage & Organization
20706,Order Finished,Jennifer Patt,2009-07-12,41,11166540,0.04,Furniture,Office Furnishings
20898,Order Finished,Dave Kipp,2011-10-30,33,3513186,0.09,Technology,Telephones & Communication
20995,Order Finished,Jill Matthias,2012-03-27,37,11635760,0.01,Furniture,Bookcases
21159,Order Finished,Joni Wasserman,2011-06-07,5,40560,0.05,Office Supplies,Pens & Art Supplies
21286,Order Returned,Denny Ordway,2009-05-16,17,560780,0.0,Office Supplies,Appliances
21346,Order Returned,Joni Wasserman,2011-06-07,46,800980,0.09,Office Supplies,Paper
21475,Order Finished,Giulietta Dortch,2011-02-20,39,1076280,0.06,Technology,Computer Peripherals
21539,Order Finished,Christy Brittain,2010-07-09,18,776260,0.04,Office Supplies,Paper
21639,Order Finished,Tom Ashbrook,2011-02-02,24,290300,0.07,Office Supplies,Binders & Binder Accessories
21760,Order Finished,Nicole Brennan,2011-01-30,9,142400,0.08,Furniture,Office Furnishings
21827,Order Finished,Deanra Eno,2012-11-09,25,2703560,0.06,Office Supplies,Appliances
21988,Order Finished,Jeremy Pistek,2010-03-28,4,2674380,0.06,Office Supplies,Appliances
22083,Order Finished,David Bremer,2009-02-17,2,33620,0.05,Office Supplies,Paper
